lr,hidden_size,hidden_layer,batch_size,optim,criterion,Test_RMSE,Test_MAE,Test_R2,slope,int,Test_rmselow
0.01,16,2,4,SGD,L1,2.3912444734883693,2.070327629391217,-2.5804827787216778,0.20980640142018103,2.191130013404422,1.5061616082041176
0.01,16,2,8,Adam,MSE,1.5808745517263083,1.348201535680546,-0.5649066908681366,0.24676261002045058,2.0331769087219715,0.9261931034970957
0.01,16,2,8,Adam,L1,1.740735237267428,1.464903011478871,-0.8974007679471565,0.4202619289868676,1.248790976187861,1.0007519458251484
0.01,16,2,8,SGD,MSE,2.1184379945006335,1.8034413540051397,-1.810121802780778,0.7298648346318322,0.428040153263403,1.6765479760038913
0.01,16,2,8,SGD,L1,1.8996802594225033,1.5709111117680095,-1.2597201076548386,0.6876256851384509,0.6614810995527473,0.9331802603321128
0.01,16,2,16,Adam,MSE,1.8747205195686003,1.6068618975645268,-1.2007296591272376,0.35062212368009826,1.5158208111587326,1.3563368587611577
0.01,16,2,16,Adam,L1,1.3341930665545747,1.0893766371271225,-0.11463067136623861,0.8469660379923701,0.5426410762889002,0.902810673920816
0.01,16,2,16,SGD,MSE,1.7427008616914619,1.4603604141052389,-0.9016882470724306,0.670573774610573,0.9307315433684752,1.450105230254742
0.01,16,2,16,SGD,L1,1.819100316696284,1.5287298446122368,-1.072081959199858,0.421939767372614,1.3146211271707058,1.2833770721809987
0.01,16,3,4,Adam,MSE,2.0839270636747584,1.7720030579078767,-1.7193096271260222,0.4105481805997411,0.8510111276995698,1.0774998578124246
0.01,16,3,4,Adam,L1,1.9937767017836066,1.7119593266906517,-1.489124755481901,0.5168166705366746,0.4139431073583946,1.1274526110710992
0.01,16,3,4,SGD,MSE,2.330011937433572,1.774188741711694,-2.399459900821989,0.43627883013561813,1.8426842497432885,1.4457823687998477
0.01,16,3,4,SGD,L1,1.9987382279379555,1.6913119723218017,-1.501528575743949,0.7341519744623214,0.8324381416342602,1.647906262726942
0.01,16,3,8,Adam,MSE,2.268881258649793,1.9734703341695483,-2.223422003532777,0.18429431441751748,1.6646493603936647,1.3212714345920966
0.01,16,3,8,Adam,L1,2.2443031264562676,1.9594070620037511,-2.1539634742658587,0.2779725027832312,1.2147904968545533,1.0198515878189007
0.01,16,3,8,SGD,MSE,2.1129560594429133,1.8106798502414612,-1.7955969751129217,0.3701861185801949,1.7586344081820888,1.4953101759897913
0.01,16,3,8,SGD,L1,1.8494097738476551,1.530628934125439,-1.1417063657876043,0.3740061074247687,1.6671297782872527,1.3232056863119848
0.01,16,3,16,Adam,MSE,2.0178934158770603,1.6881344433611098,-1.5497058309452925,0.35315872775017454,1.4836204600698084,1.200209544822444
0.01,16,3,16,Adam,L1,2.0186168269214333,1.7031300353019798,-1.5515342882520873,0.40783866906317484,0.9280437509366473,1.0103019527657033
0.01,16,3,16,SGD,MSE,2.184213134246513,1.7908666060518101,-1.9873331567195773,0.40002439259489336,2.217194261510498,2.164193774770437
0.01,16,3,16,SGD,L1,2.1706161063512655,1.8496082184654117,-1.9502558013537268,0.3082068842144215,1.9337362692773354,1.833767757781599
0.01,32,1,4,Adam,MSE,2.2318815890125596,1.9947956286649264,-2.119147625806479,0.2718063175924595,1.4818147992275235,1.587493799609873
0.01,32,1,4,Adam,L1,2.030038118804828,1.7674942614672415,-1.580489025342875,0.18373194555193734,2.0014687381212206,1.3197309645090685
0.01,32,1,4,SGD,MSE,2.060085175329612,1.6971834951375373,-1.6574431609493154,0.35989253735697707,2.109531065686779,1.8511924583289767
0.01,32,1,4,SGD,L1,2.13381318762949,1.8207252531240117,-1.8510604154161099,0.1409995935782691,2.248057158798061,1.553343838548154
0.01,32,1,8,Adam,MSE,2.3081598877162053,2.0177417799732753,-2.3359951405462263,0.05174871253714978,2.517309869833521,1.6519444671445096
0.01,32,1,8,Adam,L1,1.7209602719618327,1.4938067293398012,-0.8545362222225619,0.3426767209180985,1.4883126073963755,1.1893587566112727
0.01,32,1,8,SGD,MSE,2.989607292945421,2.6224776505600422,-4.596569729205701,0.09406076837358071,1.4561177391909281,1.7249960967221052
0.01,32,1,8,SGD,L1,2.3800731083496864,2.0191094892860884,-2.5471064778238315,0.13897863201907903,1.9325035000486777,1.4658114181049096
0.01,32,1,16,Adam,MSE,1.8608942971104052,1.55941612563103,-1.1683882260411549,0.3128309127058843,1.8086566609439498,1.363147387036396
0.01,32,1,16,Adam,L1,2.0619120244515305,1.7977985256129068,-1.6621584031323842,0.04996887387369533,2.622127306239827,1.4734362208112781
0.01,32,1,16,SGD,MSE,2.596893127081795,2.2651543020852913,-3.222812364719309,0.14614184767282734,1.536426016241066,1.5353187250332188
0.01,32,1,16,SGD,L1,2.5754826177689436,2.267300809972989,-3.153468076382688,0.23873205908660675,1.1391247650089376,1.6174446410474237
0.01,32,2,4,Adam,MSE,2.3688903261474747,2.018275137621804,-2.513852598009801,0.1417055986079648,1.8207445447627666,1.4252966286795934
0.01,32,2,4,Adam,L1,2.249735497579624,1.8816983073843325,-2.1692503897035738,0.24037278384845998,1.5716553318444149,1.1628436832867095
0.01,32,2,4,SGD,MSE,2.059965667586854,1.6972177687868313,-1.6571348476564944,0.47089645847255135,1.6566147146349648,1.9189738118829636
0.01,32,2,4,SGD,L1,2.364341792643687,2.0227457632627095,-2.5003715755740314,0.4139710710878243,1.7983933545467887,2.1228423543254284
0.01,32,2,8,Adam,MSE,2.2966798493285348,1.917318535170917,-2.3028933496558843,0.29010089219375595,1.8926385281974591,1.5629338030812403
0.01,32,2,8,Adam,L1,1.8814455492957824,1.6005957294629085,-1.2165469690486206,0.3711401278605651,1.427970001700429,1.4197535503062078
0.01,32,2,8,SGD,MSE,1.9087729018134372,1.5554236564524009,-1.281403756232601,0.5906948673033166,0.8904132930130024,1.4904917183068536
0.01,32,2,8,SGD,L1,2.0050577935688656,1.678383445921385,-1.517372136834433,0.48159521686394463,1.6012043552084025,1.4330932618789247
0.01,32,2,16,Adam,MSE,1.9295246929462901,1.6124822147803937,-1.3312793250825585,0.4263870462632663,1.5631119081967229,1.3035921193014635
0.01,32,2,16,Adam,L1,2.3072958582621523,1.7909151314162657,-2.3334980357474233,0.19472621752354102,2.452105393046242,1.9452980534990665
0.01,32,2,16,SGD,MSE,1.6305619504925115,1.2459166867630984,-0.6648236552603028,0.6857659510931892,0.772652784125735,1.478933720866197
0.01,32,2,16,SGD,L1,1.9302716843509578,1.5606087483812499,-1.33308472587743,0.5573384043804677,1.0982476280114424,1.373674461836619
0.01,32,3,4,Adam,MSE,2.173679561933374,1.8471282311951371,-1.9585892467393098,0.24402032576324767,2.1767959544152626,1.6521823789014336
0.01,32,3,4,Adam,L1,2.267110432798986,1.9332540390845392,-2.218392307560838,0.1856712036950027,1.684330570648399,0.9444483575892983
0.01,32,3,4,SGD,MSE,1.7529570509962675,1.4501388007306406,-0.9241378458983647,0.49681161470861157,1.662644158831637,1.2899170553231372
0.01,32,3,4,SGD,L1,2.0588612937695117,1.684910642763951,-1.6542865637286046,0.41542507521115507,1.5223008343331443,1.6411098512916724
0.01,32,3,8,Adam,MSE,1.9243060844645197,1.6591667734639381,-1.3186859833903002,0.3896216698742384,1.5217803548380424,1.3927614458298638
0.01,32,3,8,Adam,L1,1.671408486766954,1.3182127551617395,-0.7492780096198604,0.6321186508902281,0.7188700909234503,1.1187444475443
0.01,32,3,8,SGD,MSE,2.0252799171866473,1.7253419163997794,-1.5684063977469962,0.41818458744161924,1.6312477141362902,1.4356600658343384
0.01,32,3,8,SGD,L1,1.7988735085390462,1.463616445693733,-1.0262586545049643,0.6040933273741712,1.170428433100119,1.3462944944094855
0.01,32,3,16,Adam,MSE,2.0584497692664256,1.7263392063587693,-1.6532255939606864,0.44538410687160934,1.5890586637957806,1.6524221671121102
0.01,32,3,16,Adam,L1,2.2636812659721466,1.9112520159628559,-2.208663573308079,0.21558518023074946,1.9639002515378718,1.292058584827165
0.01,32,3,16,SGD,MSE,1.8910792701594765,1.5702709424670702,-1.2393042197972273,0.3885360693609567,1.8190973559071453,1.4104148654753235
0.01,32,3,16,SGD,L1,2.1059767792778605,1.7683310503266911,-1.7771592695734828,0.39828000669232905,1.7552889674616545,1.8093757727515432
0.001,8,1,4,Adam,MSE,1.1962964160512233,0.9497569220187627,0.10386955161661637,0.6436284902685385,2.0084907122321867,1.378687373691116
0.001,8,1,4,Adam,L1,1.556384172099985,1.3477256060765253,-0.5167962337444119,0.42562550629535056,1.5172338475727787,1.1359648744416508
0.001,8,1,4,SGD,MSE,1.8007199841360029,1.4632779642896425,-1.0304205451134374,0.5398449563807658,0.6570670202411926,1.164408596708738
0.001,8,1,4,SGD,L1,2.0185050328783096,1.7642268789964632,-1.551251680446819,0.3297519960319928,1.268487902736615,1.182229486116958
0.001,8,1,8,Adam,MSE,1.2047496819075698,0.9599839871950966,0.09116033866708817,0.6256493342156919,2.1160204413169486,1.4514388696418306
0.001,8,1,8,Adam,L1,1.1670289657742061,0.9491337128344759,0.14718093335844196,0.7483170812341308,1.649484318707545,1.265877573553643
0.001,8,1,8,SGD,MSE,1.5717984583656093,1.314315519011236,-0.5469894342468595,0.5895364364672814,0.519314684458855,1.1070077481313774
0.001,8,1,8,SGD,L1,1.460698094320648,1.2095805584428692,-0.3360249110419744,0.4802832886011656,1.3138592745477855,1.0204451459207675
0.001,8,1,16,Adam,MSE,1.2380647604565382,0.9992143134067741,0.04020086296475167,0.6210113311857737,2.2078598069887754,1.5227350677714069
0.001,8,1,16,Adam,L1,1.5528633624517487,1.3312874750140358,-0.5099414860386418,0.4213161468301817,1.572873408953495,1.140218837511119
0.001,8,1,16,SGD,MSE,1.4932548034424216,1.2221790124250964,-0.39624448739384155,0.5929493091769705,0.630685151710713,1.008386410593543
0.001,8,1,16,SGD,L1,1.3329667371617557,1.0838333991409628,-0.11258257774227132,0.41835402970233926,1.792732131451187,1.0553405392056394
0.001,8,2,4,Adam,MSE,1.8839091693760908,1.5866046730890195,-1.2223555930014567,0.425670621401279,1.2441354083323761,1.5011758935250732
0.001,8,2,4,Adam,L1,2.423468036483234,2.049494895396356,-2.677631603202944,0.14444841613601536,2.0673070009804544,1.5009201299284192
0.001,8,2,4,SGD,MSE,2.9522103866147154,2.4569122393399896,-4.4574308089629,0.45337258821435295,0.08595053059202888,1.9234269991015078
0.001,8,2,4,SGD,L1,1.9111479011164703,1.5880149778874058,-1.2870845820847219,0.430759101458839,1.1541114570866924,1.044365023638583
0.001,8,2,8,Adam,MSE,2.244535896559416,1.9689448279067332,-2.154617741032265,0.2856720692249479,1.3415221535330035,1.4400062835026861
0.001,8,2,8,Adam,L1,2.195651618057992,1.8458403561771073,-2.018703754351927,0.1896644511011177,2.1532575846864765,1.617178605724354
0.001,8,2,8,SGD,MSE,1.8942246300894354,1.5923658939574103,-1.2467595130776963,0.3865612380831842,1.1138316601036125,0.8218035226118601
0.001,8,2,8,SGD,L1,2.0000727632228426,1.7019706915314374,-1.504870176562691,0.471538083626322,0.6681635471713843,1.0425487273083034
0.001,8,2,16,Adam,MSE,2.039092750195184,1.7422624415727508,-1.6035600064354547,0.1937777573469941,2.0350600200039075,1.3169547547450395
0.001,8,2,16,Adam,L1,2.1658217539719824,1.7553911322555966,-1.9372374284031402,0.3907356423985549,0.9774066364095688,0.8529285684276326
0.001,8,2,16,SGD,MSE,1.9184250266200462,1.6278771963736922,-1.3045349199459073,0.5273044351786211,0.47580964705380185,1.0840283031820093
0.001,8,2,16,SGD,L1,1.9635062747072631,1.6782505654243833,-1.4141164618624007,0.48453570863436557,0.6370989070276778,1.0601896019642845
0.001,8,3,4,Adam,MSE,2.0900373801862218,1.7804038392816728,-1.735279670028007,0.16242956391089786,1.9263591338748567,0.8929203107856941
0.001,8,3,4,Adam,L1,2.1325015103241274,1.7623731112800856,-1.8475563393730314,0.5573158281638833,0.5828113855679703,1.4383474123175777
0.001,8,3,4,SGD,MSE,2.5879921503427155,2.1852053681360086,-3.1939141876278176,0.2721230760381533,1.4036478264183496,1.8040001863838915
0.001,8,3,4,SGD,L1,2.147781162556307,1.7998933020095618,-1.8885087575597712,0.3345538860416436,1.2630590170181175,1.1196009397222582
0.001,8,3,8,Adam,MSE,2.2463145613594695,1.9201352328774242,-2.1596194260056047,0.2507698389311059,1.5989524803749864,1.4154252857736134
0.001,8,3,8,Adam,L1,1.969386103225633,1.634361184497709,-1.4285965215874592,0.20563146848090844,2.038725077683465,1.1065923164264644
0.001,8,3,8,SGD,MSE,2.1099406289160396,1.8071642921923303,-1.7876233940393513,0.3060596753211003,1.3466310102655092,1.1549267753222119
0.001,8,3,8,SGD,L1,2.0488931569611566,1.7867800603865287,-1.6286469135596704,0.304719844620951,1.2267680472684088,0.9573793291813474
0.001,8,3,16,Adam,MSE,2.623113706529046,2.3091759091553477,-3.308517528076244,-0.015179629259496986,2.3076260496256267,1.533758747390626
0.001,8,3,16,Adam,L1,2.1651183063980963,1.8701936769986947,-1.9353297395595082,0.17548239672439991,1.5686096962061102,0.8295822701750775
0.001,8,3,16,SGD,MSE,1.829406513524857,1.5127399950651284,-1.095627421750843,0.4640360925405102,1.139476073430436,1.1436211091977395
0.001,8,3,16,SGD,L1,2.0189653159067587,1.7303434268760123,-1.5524153453564615,0.40272515382476387,0.843602580416886,0.9332117011831425
0.001,16,1,4,Adam,MSE,2.4158089512952263,2.1240957585958546,-2.654422892702845,0.3576038339081079,0.7784775962731012,1.4875355806432031
0.001,16,1,4,Adam,L1,2.287488266634847,2.0078687262448107,-2.2765091171447285,0.25586046496257986,1.4501769378623592,1.4140641073504914
0.001,16,1,4,SGD,MSE,2.3249230327405206,2.065118425288588,-2.38462681306593,0.20363656493214524,1.378117739676445,1.2444310963952006
0.001,16,1,4,SGD,L1,2.224536309855202,1.9188908718017643,-2.098650741666132,0.196087130999156,1.6591176595523924,1.155681387106916
0.001,16,1,8,Adam,MSE,2.3981665897616944,2.100385762354411,-2.601242170907531,0.23909920781510696,1.3515987058363257,1.4724500851919164
0.001,16,1,8,Adam,L1,1.9799211923334012,1.734938505692655,-1.4546492235568196,0.13555582366501867,2.4473690051394055,1.5253820857620919
0.001,16,1,8,SGD,MSE,2.171077972474619,1.8917122075236847,-1.9515114523885928,0.2310077740683241,1.4627525788832998,1.086657740257018
0.001,16,1,8,SGD,L1,1.7054435931731646,1.4718293899773032,-0.8212449070915349,0.3671984264552147,1.4524525975838118,1.1049539542073346
0.001,16,1,16,Adam,MSE,1.806872178550239,1.568477300067521,-1.0443181869932578,0.3203725395930586,1.6191529404653133,1.2345959627515117
0.001,16,1,16,Adam,L1,1.9394157892761572,1.696649185898522,-1.3552417139037045,0.13986389457026474,2.521348562935667,1.5320991212365103
0.001,16,1,16,SGD,MSE,1.7032228769428268,1.4533464800104616,-0.8165049849728792,0.4355257568147854,1.0039398458888766,0.9352783933774242
0.001,16,1,16,SGD,L1,1.4694859006705516,1.2214066161518606,-0.3521487703722488,0.47934494280106604,1.254335780659767,0.9768339416747067
0.001,16,2,4,Adam,MSE,2.906253604703078,2.3169545361815507,-4.2888426743113905,-0.03183764021389619,2.2996272242757385,1.3040788217407562
0.001,16,2,4,Adam,L1,2.428163406780309,2.1416114899935192,-2.69189593002913,0.17776569710333473,1.4510393500303738,1.2679471632935022
0.001,16,2,4,SGD,MSE,1.9891221075683125,1.6700138953060066,-1.4775162922874063,0.43816814732316245,0.8866335885976568,1.124622912429484
0.001,16,2,4,SGD,L1,2.0686834602030237,1.7379750163627314,-1.6796724722264607,0.2780849565374745,1.3894762982283286,0.8922998818989106
0.001,16,2,8,Adam,MSE,2.323445255333877,1.9067062621620632,-2.380325478909874,0.3812685469978031,1.1526748643078515,1.3504191185420804
0.001,16,2,8,Adam,L1,2.271961621702799,1.8871113205399412,-2.232180549451258,0.3314316734628533,1.3111405930718925,1.2458941723155477
0.001,16,2,8,SGD,MSE,1.9392759640375654,1.6553560813110786,-1.3549021164177955,0.33178605253555704,1.36912319465032,1.1441697755225115
0.001,16,2,8,SGD,L1,2.178304122725186,1.9040160056243134,-1.9711915922413707,0.21873056829474158,1.4909223617882514,1.0733666801625847
0.001,16,2,16,Adam,MSE,2.172348000881181,1.8040711851427462,-1.9549655888374309,0.44423082598472513,0.9190369294067958,1.131693267098373
0.001,16,2,16,Adam,L1,2.0627430819611314,1.6805324880949566,-1.6643048114793668,0.42583445615196924,0.9402516882058893,0.9999528645525023
0.001,16,2,16,SGD,MSE,2.358088515998358,2.0492631092785447,-2.4818803017233972,0.28139723420095936,1.1169635425981383,1.2486926126944007
0.001,16,2,16,SGD,L1,2.1477748485439623,1.8535848869888132,-1.8884917744020258,0.42532293632054247,0.6327664317292163,1.1048659175414521
0.001,16,3,4,Adam,MSE,1.8784058501363505,1.4476469567412744,-1.2093905639803215,0.5014263089426787,1.405638658290308,1.5955728195775525
0.001,16,3,4,Adam,L1,1.915158595659707,1.5644594005040395,-1.2966939090943672,0.41676300541815087,1.107566306861271,0.9918185003584704
0.001,16,3,4,SGD,MSE,2.1605155630071415,1.8149300369682528,-1.922862791481999,0.5071972077650299,1.562011463903905,2.0287035812259004
0.001,16,3,4,SGD,L1,1.9761336682752944,1.6358197574089128,-1.4452668799000916,0.4994671236274446,1.0507424177107156,1.3306144308041612
0.001,16,3,8,Adam,MSE,2.119858802077746,1.80342130442895,-1.813892487847656,0.3336543652220441,1.5319100491044122,1.3926978720981191
0.001,16,3,8,Adam,L1,2.310442795325334,1.8793990690275038,-2.3425973997357605,0.23110555676707298,1.6228585131436013,1.1168444343991224
0.001,16,3,8,SGD,MSE,2.2253253378085636,1.7911240564442528,-2.100849272335816,0.39160684894305403,1.1538993206599548,1.2179785113096406
0.001,16,3,8,SGD,L1,2.1729182744397546,1.8287988483593878,-1.9565172370338324,0.3539336425351862,1.1687266902414155,1.0972158825371432
0.001,16,3,16,Adam,MSE,2.2489772110817134,1.7975322484220273,-2.167114321018762,0.3456574242884863,1.533455787923024,1.7388669107571668
0.001,16,3,16,Adam,L1,2.0153528195046055,1.6728589157794234,-1.5432895401089204,0.27615704537838714,1.8713657733590654,1.2999750128813794
0.001,16,3,16,SGD,MSE,2.1789927241559606,1.9244881020147693,-1.9730703842280124,0.3106537855700861,1.119536613816715,1.2580257074978236
0.001,16,3,16,SGD,L1,2.464496504614834,2.160360163936373,-2.8032076998308075,0.10080745575050537,1.708584948166857,1.148590926955584
0.001,32,1,4,Adam,MSE,2.1614248081207545,1.852208445566193,-1.9253234614968817,0.3468366497677326,0.9934992906215195,1.3658813735821695
0.001,32,1,4,Adam,L1,1.9201148588998624,1.6572127062794473,-1.308596577366139,0.27997249299292215,1.5774850896491635,1.2851498291934949
0.001,32,1,4,SGD,MSE,2.5086900158044267,2.1340556095943435,-2.940829389672627,0.1420309006077536,1.7661701893465698,1.5022372107348245
0.001,32,1,4,SGD,L1,2.4829727240777935,2.1736371493589934,-2.860446410768549,0.15847456149724795,1.5484082041324239,1.3427422167990657
0.001,32,1,8,Adam,MSE,2.0646517655400656,1.6262000638572078,-1.669237725948581,0.4038331568401184,1.3724796110627497,1.3964902489517719
0.001,32,1,8,Adam,L1,1.948281680868972,1.6909296484659448,-1.3768245498308573,0.2737221637221211,1.4555977972258334,0.9451177808147944
0.001,32,1,8,SGD,MSE,2.5700345999176744,2.2536935966332736,-3.135914678856521,0.2494020891643214,1.0298570221985888,1.4665814939902704
0.001,32,1,8,SGD,L1,1.8408262745816917,1.5933026128582966,-1.121872281618486,0.41474202230836904,1.0869037034354512,1.2054520802243105
0.001,32,1,16,Adam,MSE,2.039267178776178,1.7312355235044194,-1.604005454246781,0.3801490029258638,1.6580574418476353,2.154055111597165
0.001,32,1,16,Adam,L1,2.37795402214544,2.0375754907561214,-2.5407929925940755,0.16145238445286186,1.8176853516520435,1.3902039547648817
0.001,32,1,16,SGD,MSE,2.109417741228958,1.8208967927778454,-1.786241901768634,0.48741731099490054,0.4730313582336568,1.444607914872115
0.001,32,1,16,SGD,L1,1.5990825469622802,1.3621101615332987,-0.6011624516383276,0.4482816036336194,1.2174444708142182,1.059414185656554
0.001,32,2,4,Adam,MSE,2.1181144335007898,1.7311804083504312,-1.8092634567867711,0.2824299361089588,2.30799592923382,1.8631158536347558
