Time;SiteName;ParcelName;PointID;GreenCanopyCover [%];GDD [°C];X;Y;Phenology [BBCH];GLAI [m2/m2];DryBiomass [kg/ha];DAS [d]
08.06.2022 09:40;SwissFutureFarm;Altkloster;5;57.97242844;1544.5;2710884.639;1259904.844;61;5.25;16200;240
15.06.2022 09:56;SwissFutureFarm;Altkloster;5;59.69264027;1667.4;2710884.014;1259910.858;71;5.14;;247
19.05.2022 10:01;SwissFutureFarm;Altkloster;5;75.58969254;1219.7;2710880.912;1259927.35;39;3.71;4771.428571;220
12.04.2022 10:15;SwissFutureFarm;Altkloster;1;41.22483367;751.1;2711150.039;1259880.535;31;0.402560013;1200;183
27.04.2022 15:29;SwissFutureFarm;Altkloster;1;89.4472915;898;2711176.596;1259886.343;32;;;198
25.05.2022 10:57;SwissFutureFarm;Altkloster;1;65.47093647;1324;2711152.696;1259882.058;51;5.27;;226
01.06.2022 11:41;SwissFutureFarm;Altkloster;1;83.54046983;1423.1;2711156.311;1259886.721;55;4.9;;233
20.06.2022 10:42;SwissFutureFarm;Altkloster;1;41.08796924;1783.8;2711147.532;1259875.418;71;3.85;;252
11.05.2022 14:35;SwissFutureFarm;Altkloster;1;76.13755842;1071.9;2711153.949;1259884.962;32;2.82;4938.461538;212
08.06.2022 09:53;SwissFutureFarm;Altkloster;1;52.06798035;1544.5;2711154.452;1259887.111;61;6.28;;240
15.06.2022 10:05;SwissFutureFarm;Altkloster;1;56.30312947;1667.4;2711157.591;1259887.901;71;4.07;;247
19.05.2022 09:44;SwissFutureFarm;Altkloster;1;73.54817332;1219.7;2711159.478;1259878.928;39;4.73;7892.857143;220
12.04.2022 11:13;SwissFutureFarm;Altkloster;4;36.71434818;751.1;2710960.525;1259866.713;31;0.232792252;785.7142857;183
27.04.2022 15:54;SwissFutureFarm;Altkloster;4;92.27428672;898;2710953.848;1259867.595;32;;;198
25.05.2022 11:07;SwissFutureFarm;Altkloster;4;51.72448178;1324;2710952.536;1259863.455;51;5.05;;226
01.06.2022 11:49;SwissFutureFarm;Altkloster;4;66.01558732;1423.1;2710964.924;1259871.368;55;2.65;;233
20.06.2022 10:49;SwissFutureFarm;Altkloster;4;50.87778225;1783.8;2710957.169;1259855.283;71;3.65;;252
11.05.2022 14:43;SwissFutureFarm;Altkloster;4;83.48981441;1071.9;2710959.055;1259862.561;35;2.8;6261.538462;212
08.06.2022 09:46;SwissFutureFarm;Altkloster;4;65.84318812;1544.5;2710959.651;1259869.2;61;5.39;;240
15.06.2022 10:00;SwissFutureFarm;Altkloster;4;56.13376319;1667.4;2710959.281;1259862.788;71;5.35;14257.14286;247
19.05.2022 10:08;SwissFutureFarm;Altkloster;4;75.57251228;1219.7;2710955.849;1259876.156;39;5.13;7014.285714;220
17.03.2022 13:46;SwissFutureFarm;Ruetteli;0;2.253710586;526.9;2710600.561;1259317.769;23;0.127551841;175;150
17.03.2022 13:46;SwissFutureFarm;Ruetteli;0;2.253710586;526.9;2710600.561;1259317.769;23;0.127551841;175;150
12.04.2022 13:31;SwissFutureFarm;Ruetteli;0;38.60766878;706.2;2710599.244;1259309.122;30;0.232060605;967.8571429;176
27.04.2022 13:33;SwissFutureFarm;Ruetteli;0;82.03037089;853.1;2710601.696;1259304.046;31;;;191
01.06.2022 10:50;SwissFutureFarm;Ruetteli;0;54.14436874;1378.2;2710592.365;1259310.298;55;3.53;;226
20.06.2022 11:48;SwissFutureFarm;Ruetteli;0;56.91579811;1738.9;2710600.198;1259304.074;71;2.3;;245
11.05.2022 14:02;SwissFutureFarm;Ruetteli;0;70.96430147;1027;2710598.942;1259301.249;32;1.8;3376.923077;205
08.06.2022 10:18;SwissFutureFarm;Ruetteli;0;71.97995284;1499.6;2710598.788;1259307.119;65;4.24;11442.85714;233
15.06.2022 10:29;SwissFutureFarm;Ruetteli;0;45.4897908;1622.5;2710600.716;1259307.793;69;3.56;9942.857143;240
19.05.2022 11:05;SwissFutureFarm;Ruetteli;0;76.33385678;1174.8;2710601.371;1259310.588;37;4.18;5535.714286;213
17.03.2022 14:37;SwissFutureFarm;Ruetteli;5;4.671123489;526.9;2710682.906;1259319.775;23;0.157060723;246.4285714;150
17.03.2022 14:37;SwissFutureFarm;Ruetteli;5;4.671123489;526.9;2710682.906;1259319.775;23;0.157060723;246.4285714;150
12.04.2022 13:03;SwissFutureFarm;Ruetteli;5;42.39277153;706.2;2710677.977;1259324.129;30;0.225758328;757.1428571;176
27.04.2022 13:54;SwissFutureFarm;Ruetteli;5;82.77164663;853.1;2710670.062;1259319.232;31;;;191
01.06.2022 10:56;SwissFutureFarm;Ruetteli;5;77.03034201;1378.2;2710679.186;1259325.741;55;3.21;;226
20.06.2022 11:42;SwissFutureFarm;Ruetteli;5;55.71869273;1738.9;2710676.641;1259327.297;71;4.31;;245
11.05.2022 14:09;SwissFutureFarm;Ruetteli;5;87.33796171;1027;2710680.052;1259325.38;32;3;;205
08.06.2022 10:13;SwissFutureFarm;Ruetteli;5;66.95962286;1499.6;2710682.264;1259320.323;65;6.62;13042.85714;233
15.06.2022 10:25;SwissFutureFarm;Ruetteli;5;58.92823773;1622.5;2710681.434;1259319.054;69;5.61;;240
19.05.2022 11:10;SwissFutureFarm;Ruetteli;5;79.10300675;1174.8;2710679.989;1259318.933;37;5.77;;213
17.03.2022 15:13;SwissFutureFarm;Ruetteli;1;4.250916532;526.9;2710749.946;1259328.455;23;0.15093895;280.3571429;150
17.03.2022 15:13;SwissFutureFarm;Ruetteli;1;4.250916532;526.9;2710749.946;1259328.455;23;0.15093895;280.3571429;150
12.04.2022 12:20;SwissFutureFarm;Ruetteli;1;40.63666701;706.2;2710749.718;1259323.445;30;0.283109777;842.8571429;176
27.04.2022 14:06;SwissFutureFarm;Ruetteli;1;87.12792416;853.1;2710740.881;1259330.97;31;;;191
01.06.2022 10:04;SwissFutureFarm;Ruetteli;1;81.91444177;1378.2;2710746.447;1259328.334;55;4.35;;226
20.06.2022 11:35;SwissFutureFarm;Ruetteli;1;49.92484261;1738.9;2710751.389;1259329.013;71;3.05;;245
11.05.2022 13:17;SwissFutureFarm;Ruetteli;1;82.30529283;1027;2710748.234;1259326.717;32;4.51;;205
08.06.2022 10:06;SwissFutureFarm;Ruetteli;1;62.65893002;1499.6;2710748.148;1259328.962;65;6.86;13371.42857;233
15.06.2022 10:20;SwissFutureFarm;Ruetteli;1;56.46542522;1622.5;2710744.956;1259323.925;69;5.24;;240
19.05.2022 10:34;SwissFutureFarm;Ruetteli;1;78.37453458;1174.8;2710751.456;1259315.988;39;5.22;;213
17.03.2022 15:39;SwissFutureFarm;Ruetteli;4;6.798964763;526.9;2710750.822;1259243.91;22;0.137312952;242.8571429;150
17.03.2022 15:39;SwissFutureFarm;Ruetteli;4;6.798964763;526.9;2710750.822;1259243.91;22;0.137312952;242.8571429;150
12.04.2022 12:39;SwissFutureFarm;Ruetteli;4;40.99376663;706.2;2710729.984;1259250.059;30;0.19198111;692.8571429;176
27.04.2022 14:19;SwissFutureFarm;Ruetteli;4;94.7150462;853.1;2710734.273;1259248.144;31;;;191
01.06.2022 10:23;SwissFutureFarm;Ruetteli;4;86.02862574;1378.2;2710734.292;1259256.911;55;4.34;;226
20.06.2022 11:25;SwissFutureFarm;Ruetteli;4;56.81303048;1738.9;2710727.194;1259269.46;71;4.15;;245
11.05.2022 13:34;SwissFutureFarm;Ruetteli;4;89.02599821;1027;2710733.976;1259248.857;32;3.24;;205
08.06.2022 10:40;SwissFutureFarm;Ruetteli;4;82.44692328;1499.6;2710735.461;1259254.258;65;5.55;;233
15.06.2022 10:43;SwissFutureFarm;Ruetteli;4;66.33280059;1622.5;2710729.843;1259254.241;69;6.11;13357.14286;240
19.05.2022 10:44;SwissFutureFarm;Ruetteli;4;80.61950432;1174.8;2710728.399;1259253.385;39;4.86;;213
17.03.2022 16:02;SwissFutureFarm;Ruetteli;3;8.855893484;526.9;2710669.254;1259240.169;23;0.107527501;273.2142857;150
17.03.2022 16:02;SwissFutureFarm;Ruetteli;3;8.855893484;526.9;2710669.254;1259240.169;23;0.107527501;273.2142857;150
12.04.2022 12:51;SwissFutureFarm;Ruetteli;3;44.43759369;706.2;2710654.909;1259260.743;30;0.466908246;746.4285714;176
27.04.2022 14:29;SwissFutureFarm;Ruetteli;3;76.0117833;853.1;2710660.174;1259259.359;31;;;191
01.06.2022 10:31;SwissFutureFarm;Ruetteli;3;53.51578198;1378.2;2710661.202;1259268.234;55;4.94;;226
20.06.2022 11:19;SwissFutureFarm;Ruetteli;3;53.08194259;1738.9;2710661.567;1259267.28;71;4.42;;245
11.05.2022 13:45;SwissFutureFarm;Ruetteli;3;82.95751501;1027;2710660.217;1259262.124;32;2.68;;205
08.06.2022 10:34;SwissFutureFarm;Ruetteli;3;76.70217129;1499.6;2710660.928;1259260.226;65;5.74;;233
15.06.2022 10:38;SwissFutureFarm;Ruetteli;3;66.62024353;1622.5;2710657.367;1259267.151;69;4.42;;240
19.05.2022 10:51;SwissFutureFarm;Ruetteli;3;82.74587623;1174.8;2710658.636;1259259.149;39;4.97;7685.714286;213
17.03.2022 16:05;SwissFutureFarm;Ruetteli;2;9.529804497;526.9;2710580.122;1259239.122;21;0.445764881;241.0714286;150
17.03.2022 16:05;SwissFutureFarm;Ruetteli;2;9.529804497;526.9;2710580.122;1259239.122;21;0.445764881;241.0714286;150
12.04.2022 13:21;SwissFutureFarm;Ruetteli;2;42.56152871;706.2;2710572.168;1259251.142;30;0.239912103;742.8571429;176
27.04.2022 14:38;SwissFutureFarm;Ruetteli;2;91.03614587;853.1;2710565.709;1259247.782;31;;;191
01.06.2022 10:42;SwissFutureFarm;Ruetteli;2;81.41132873;1378.2;2710573.503;1259257.794;55;3.76;;226
20.06.2022 11:11;SwissFutureFarm;Ruetteli;2;52.32943939;1738.9;2710573.942;1259258.688;71;4.79;;245
11.05.2022 13:53;SwissFutureFarm;Ruetteli;2;84.58354306;1027;2710571.988;1259242.516;32;3.44;4561.538462;205
08.06.2022 10:29;SwissFutureFarm;Ruetteli;2;77.79455617;1499.6;2710573.601;1259248.829;65;6.27;13642.85714;233
15.06.2022 10:35;SwissFutureFarm;Ruetteli;2;63.54736203;1622.5;2710570.16;1259253.733;69;4.89;14057.14286;240
19.05.2022 10:57;SwissFutureFarm;Ruetteli;2;81.72046677;1174.8;2710572.527;1259245.812;37;4.91;6535.714286;213
22.03.2022 10:43;Witzwil;Parzelle 35;4;33.85973016;887.1;2573467.762;1203574.272;26;0.682809261;746.1538462;155
22.03.2022 13:37;Witzwil;Parzelle 35;4;19.77314262;887.1;2573349.611;1203630.715;23;0.922925801;696.1538462;155
05.04.2022 09:09;Witzwil;Parzelle 35;4;21.20662108;1017.4;2573357.772;1203617.586;25;;;169
19.04.2022 12:02;Witzwil;Parzelle 35;4;70.32220158;1197.2;2573343.545;1203617.543;27;;;183
03.05.2022 10:14;Witzwil;Parzelle 35;4;73.09677061;1385.9;2573348.61;1203608.006;25;;;197
17.05.2022 10:11;Witzwil;Parzelle 35;4;63.53879701;1644.6;2573350.456;1203612.857;45;6.48;7600;211
02.06.2022 12:03;Witzwil;Parzelle 35;4;68.84173484;1963.3;2573351.681;1203618.722;65;4.65;;227
14.06.2022 08:07;Witzwil;Parzelle 35;4;45.74730642;2212;2573348.388;1203618.117;71;4.78;;239
28.06.2022 09:44;Witzwil;Parzelle 35;4;0.809080022;2550.3;2573351.9;1203620.636;83;3.94;16323.07692;253
22.03.2022 14:00;Witzwil;Parzelle 35;1;34.43297084;887.1;2573293.139;1203571.839;23;0.780081179;984.6153846;155
05.04.2022 09:40;Witzwil;Parzelle 35;1;18.2170915;1017.4;2573292.384;1203571.194;24;;;169
19.04.2022 12:28;Witzwil;Parzelle 35;1;77.50690601;1197.2;2573299.624;1203557.482;29;;;183
03.05.2022 10:27;Witzwil;Parzelle 35;1;73.78452128;1385.9;2573295.708;1203554.555;29;;;197
17.05.2022 09:58;Witzwil;Parzelle 35;1;60.05699252;1644.6;2573297.836;1203566.865;44;8.31;8730.769231;211
02.06.2022 11:38;Witzwil;Parzelle 35;1;72.57250876;1963.3;2573294.4;1203557.264;65;4.97;;227
14.06.2022 08:16;Witzwil;Parzelle 35;1;48.03679666;2212;2573299.536;1203566.172;75;6.64;;239
28.06.2022 09:56;Witzwil;Parzelle 35;1;2.836175612;2550.3;2573295.463;1203565.142;85;6.24;16815.38462;253
22.03.2022 14:21;Witzwil;Parzelle 35;5;48.02515477;887.1;2573330.145;1203457.928;24;1.791321836;;155
05.04.2022 10:21;Witzwil;Parzelle 35;5;45.21021588;1017.4;2573331.25;1203456.744;28;;;169
19.04.2022 12:46;Witzwil;Parzelle 35;5;80.97153024;1197.2;2573327.219;1203455.262;29;;;183
03.05.2022 09:47;Witzwil;Parzelle 35;5;62.76494407;1385.9;2573325.69;1203452.706;30;;;197
17.05.2022 09:42;Witzwil;Parzelle 35;5;60.98468922;1644.6;2573324.594;1203454.458;44;9.63;8246.153846;211
02.06.2022 11:49;Witzwil;Parzelle 35;5;73.50716297;1963.3;2573319.1;1203463.648;65;5.42;;227
14.06.2022 08:49;Witzwil;Parzelle 35;5;51.70203943;2212;2573319.459;1203456.969;75;7.06;19984.61538;239
28.06.2022 10:23;Witzwil;Parzelle 35;5;11.09594023;2550.3;2573326.491;1203457.907;85;7.05;;253
22.03.2022 14:48;Witzwil;Parzelle 35;0;39.10069093;887.1;2573169.67;1203619.405;23;2.213371128;1603.846154;155
05.04.2022 11:57;Witzwil;Parzelle 35;0;67.97948139;1017.4;2573172.032;1203624.259;26;;;169
19.04.2022 11:42;Witzwil;Parzelle 35;0;76.15785952;1197.2;2573185.992;1203624.396;29;;;183
03.05.2022 09:29;Witzwil;Parzelle 35;0;61.99956823;1385.9;2573182.034;1203619.224;30;;;197
17.05.2022 09:23;Witzwil;Parzelle 35;0;61.69252749;1644.6;2573169.164;1203628.763;45;8.36;6976.923077;211
02.06.2022 11:23;Witzwil;Parzelle 35;0;64.512201;1963.3;2573182.118;1203623.696;65;5.39;;227
14.06.2022 08:30;Witzwil;Parzelle 35;0;52.56597574;2212;2573183.587;1203611.538;75;6.62;;239
28.06.2022 10:07;Witzwil;Parzelle 35;0;1.986078961;2550.3;2573183.092;1203616.326;85;6.82;;253
22.03.2022 15:08;Witzwil;Parzelle 35;2;20.44601754;887.1;2573287.343;1203686.988;22;0.341281249;750;155
05.04.2022 11:35;Witzwil;Parzelle 35;2;30.55051325;1017.4;2573278.924;1203693.666;23;;;169
19.04.2022 11:21;Witzwil;Parzelle 35;2;64.74687239;1197.2;2573292.377;1203680.298;27;;;183
03.05.2022 09:08;Witzwil;Parzelle 35;2;62.40782561;1385.9;2573292.066;1203676.577;25;;;197
17.05.2022 09:06;Witzwil;Parzelle 35;2;64.34919569;1644.6;2573289.05;1203677.961;42;5.53;5530.769231;211
02.06.2022 10:47;Witzwil;Parzelle 35;2;50.01618185;1963.3;2573287.546;1203676.765;65;3.18;;227
14.06.2022 07:58;Witzwil;Parzelle 35;2;39.71451496;2212;2573286.146;1203678.845;71;4.12;;239
28.06.2022 09:24;Witzwil;Parzelle 35;2;2.39139761;2550.3;2573296.182;1203681.325;83;4.34;17400;253
22.03.2022 15:25;Witzwil;Parzelle 35;3;47.52352365;887.1;2573340.349;1203711.332;24;0.733052343;1338.461538;155
05.04.2022 10:55;Witzwil;Parzelle 35;3;65.83403913;1017.4;2573333.506;1203713.86;27;;;169
19.04.2022 10:58;Witzwil;Parzelle 35;3;76.67209327;1197.2;2573343.515;1203709.049;29;;;183
03.05.2022 08:47;Witzwil;Parzelle 35;3;54.04269999;1385.9;2573335.926;1203713.277;30;;;197
17.05.2022 08:41;Witzwil;Parzelle 35;3;60.56651677;1644.6;2573346.162;1203713.38;45;9.25;2789.473684;211
02.06.2022 10:25;Witzwil;Parzelle 35;3;62.34908869;1963.3;2573337.721;1203713.944;65;7.26;;227
14.06.2022 07:47;Witzwil;Parzelle 35;3;42.61275554;2212;2573342.002;1203710.081;75;6.02;;239
28.06.2022 09:06;Witzwil;Parzelle 35;3;4.886542426;2550.3;2573336.896;1203713.449;83;6.47;;253
